22,Female,54369.83486456841,PhD,True,2,West Stacy,Salesman,92.32793328080527,pants,clothing
43,Male,50112.30004034683,PhD,True,2,Candiceville,Retired,123.7540626219268,dictionary,food electronics books
55,Male,53331.8352853441,Master,True,1,Tannerland,Scientist,88.19546317544821,curtains,home clothing
36,Female,52976.03157634648,Master,True,2,Hallfort,Scientist,107.33933138440094,shoes,sports clothing food
23,Female,40590.45094600034,Bachelor,True,2,Moralesstad,Engineer,121.43478071986752,shirt,beauty clothing
48,Female,55604.63665133836,Master,True,1,Lake Lauramouth,Scientist,97.66290561845905,lipstick,books beauty
18,Male,53113.3827812134,Master,True,0,New Amyberg,Scientist,67.8923690542004,biscuits,electronics food
63,Male,42867.68098193935,Master,True,1,Port Paulland,Doctor,136.86776634252405,curtains,furniture food home
58,Male,54709.707585139775,Master,True,2,Lake Marissaville,Retired,81.07988045376337,chips,clothing food home
29,Male,47832.14568288836,Bachelor,True,0,New Zachary,Scientist,94.12243453092262,gloves,food sports
46,Female,60046.749703698835,High School,False,3,Sallychester,Unemployed,112.19751759933541,dictionary,home furniture books
28,Female,60491.38887516035,Master,True,1,North Ericahaven,Housewife,102.59862276645114,gloves,sports
30,Female,65031.727841488515,Bachelor,True,1,Rebeccaberg,Retired,65.48488684719871,perfume,beauty
27,Male,66593.03972478193,Master,False,1,South William,Engineer,97.25318631479749,table,books furniture
48,Male,52650.78726746082,Bachelor,False,3,New Tanya,Artist,83.8152886355799,dictionary,electronics furniture books
57,Male,45951.51169765619,Bachelor,False,1,Port Austinchester,Lawyer,97.52557882878885,carpet,furniture home sports
18,Male,51334.48837370679,PhD,True,3,West Amandamouth,HR,107.45895822360309,pants,clothing electronics furniture
49,Female,49654.18284303383,Bachelor,True,1,North Dana,Unemployed,65.45020496630136,bed,food furniture books
38,Female,71814.53553429892,Master,False,2,West Crystal,Artist,76.07338175530836,sofa,home furniture books
57,Female,57318.95673912458,PhD,False,2,Port Kristinport,Lawyer,62.377848763417475,gloves,sports clothing beauty books
20,Female,56198.933158207255,Master,False,0,Castroview,Scientist,105.56748091297543,lipstick,beauty
55,Male,62481.0560930693,Bachelor,True,0,East Cheryltown,Engineer,125.31211279321306,carpet,books home sports beauty
47,Female,54617.16505498072,Bachelor,True,2,Gutierrezhaven,Scientist,89.951920035081,sofa,electronics home
27,Male,37099.45796529422,Master,False,2,North Sarahfurt,Unemployed,92.07995013054364,bed,furniture home books
23,Male,27255.22427884207,Bachelor,False,0,Rosstown,HR,87.54596414114687,shoes,clothing
29,Male,37497.08913108383,PhD,True,1,Kevintown,Businessman,121.68576211939919,perfume,food electronics sports beauty
64,Female,43153.74536900372,High School,True,2,Kirkland,Engineer,68.01760734554355,novel,home books
56,Female,48781.528464273666,Bachelor,False,1,New Shannon,Artist,151.8331174270827,ball,sports
44,Female,41975.936451256784,PhD,True,3,New Monica,Businessman,87.80797509352793,lipstick,beauty furniture clothing
42,Male,79459.29441641271,PhD,False,0,Paulaport,Scientist,86.48541077979318,carpet,books electronics home
18,Male,65484.87338061055,PhD,False,0,Jenkinsbury,Unemployed,98.09756885289526,monitor,electronics food home beauty
25,Female,54406.43608364892,PhD,False,1,Martinside,Lawyer,131.41042141629902,gloves,furniture sports
19,Female,44616.17208620877,Master,True,3,Lopezberg,Scientist,108.85549449683232,ball,clothing furniture home sports
53,Male,59943.261732885236,Bachelor,False,3,Cooperborough,Unemployed,98.30498532510683,ball,food electronics sports
23,Male,59998.0886891923,PhD,False,1,Jonathanfort,Artist,114.56314237063052,table,home furniture books
49,Male,73435.71285825584,Master,False,0,West Karen,HR,96.82672999598591,gloves,sports clothing food beauty books
44,Female,44628.65049265622,High School,False,3,East Nancyport,HR,98.24730083448657,ball,beauty sports
60,Male,46053.554505933454,High School,False,1,Port Mandy,Scientist,108.66507513715142,novel,books clothing
44,Male,29377.510934028174,PhD,True,0,Beckyshire,Artist,98.5033051891777,chips,electronics furniture food
29,Male,53155.871713727414,PhD,False,2,Anthonystad,Engineer,107.14676374611969,chair,furniture
42,Male,63306.3310611143,Master,True,1,South Timothyburgh,Engineer,120.39721764495744,pants,clothing electronics home
42,Female,64326.699254352294,PhD,False,0,Langmouth,Retired,101.09953253801993,pants,food clothing home sports
27,Female,38662.6866443259,PhD,False,1,Davishaven,Housewife,103.80088247882159,chips,home electronics furniture food
26,Female,46177.65397451674,Master,True,3,Lake Stanleymouth,Doctor,75.58132115119471,shoes,sports clothing
20,Female,33378.96137870083,Master,False,3,Lake Alex,Salesman,116.90600978948599,sofa,beauty home books
19,Female,41158.47414537746,Master,True,0,West Elizabethfort,Housewife,106.84742615511514,dictionary,books electronics clothing
23,Female,75351.09047498507,High School,False,2,Jonesberg,HR,107.192676290748,sofa,electronics furniture food home
28,Male,42870.76139735205,PhD,False,1,Lake Brianfurt,Retired,118.90900479442354,chair,furniture
50,Female,36672.667034362705,Bachelor,False,0,Amberstad,Salesman,71.45368892886184,gloves,clothing sports
43,Female,68599.68204151689,Bachelor,False,0,Port James,Housewife,84.2584964439515,sofa,food electronics home
41,Male,47855.583076147304,High School,True,3,New Laurabury,HR,121.6058372676422,novel,home food books
46,Male,58626.35425436639,High School,True,3,Port Saraton,Businessman,66.30793789127974,gloves,sports electronics
57,Male,40099.40885480659,Master,False,2,South Joshuatown,Engineer,53.987273214443974,lipstick,beauty electronics clothing home sports
29,Female,46627.012565413635,Master,True,1,New Alexanderville,HR,58.50380833034641,table,books furniture
24,Male,52214.95030762888,PhD,False,2,Davidmouth,Scientist,94.03749709038053,bed,electronics furniture sports books
46,Male,64561.69296845061,Bachelor,True,1,Stevenland,Doctor,63.683386889749876,table,furniture electronics clothing
51,Male,64518.31543913691,High School,False,3,South Jasmine,Doctor,102.27097808508695,shirt,clothing furniture beauty
27,Male,49074.98338104717,PhD,True,1,North Thomasberg,Housewife,109.12910278774118,pants,food clothing
63,Male,43694.93973412864,High School,True,1,Colleenview,Artist,66.40268275981555,shirt,home clothing food
46,Female,40361.03094164095,PhD,False,3,New Travis,HR,105.21395688102126,gloves,sports furniture home
29,Female,70840.38423279155,PhD,True,3,South Lawrence,Retired,98.89659432732164,bat,beauty sports
42,Male,59323.918921236545,PhD,True,2,Grossport,Retired,116.70869717552347,cream,books beauty
34,Female,60100.15759403577,Master,True,0,Hintonberg,HR,89.93901890765714,chair,electronics furniture clothing
50,Female,56920.348699783666,Master,False,1,Julieshire,Salesman,112.24250559392006,table,furniture electronics beauty
63,Male,23875.575384998854,Bachelor,False,1,Lake Troyside,Salesman,75.46803197347415,pants,clothing furniture sports books
41,Female,59455.36155359269,High School,False,0,Marialand,Unemployed,99.10919669627958,chair,food electronics furniture home
39,Female,59366.65105770923,Master,False,1,Scotthaven,HR,115.58562826660146,curtains,home electronics clothing
39,Female,42429.5909429943,Master,False,0,Sheilamouth,Scientist,94.44197980152371,monitor,sports electronics furniture food home
45,Female,37084.87882970108,Bachelor,True,0,Lunaland,Artist,74.88795088470798,cream,beauty
57,Female,58207.341879407264,High School,False,0,South Cassandra,Unemployed,89.79662206860941,gloves,books home sports beauty
51,Male,56250.86626063133,PhD,False,3,Lake Grantborough,Retired,115.76171168568031,novel,electronics home books
49,Female,40363.22472921531,PhD,True,2,Lake Anthony,Lawyer,82.66281509748475,bed,furniture books
53,Female,51908.81079844007,High School,True,0,Mackchester,Lawyer,73.8581150431277,chips,clothing food sports
43,Female,51676.51397338779,PhD,True,0,Brownfurt,Unemployed,127.219436349479,maggi,food home
61,Female,35488.90186785076,Bachelor,False,0,New Sharon,Salesman,105.85649446848254,curtains,home books
36,Female,66272.6135124307,High School,True,1,Nicholston,Housewife,124.1346673249232,carpet,sports food home books
50,Male,27382.280522981648,Bachelor,True,2,Ellenburgh,Scientist,92.25123632920176,cream,beauty food
47,Male,48445.924041450955,High School,True,2,North Juliebury,Housewife,93.68461009066552,pants,books clothing sports
64,Male,43868.0773596615,PhD,True,0,South Shannonshire,Scientist,127.22863616226691,mobile,electronics furniture
62,Female,38887.50243501183,Bachelor,False,3,Lake Claudia,Doctor,106.50146194384045,pants,furniture clothing food home books
54,Male,48598.334542957506,PhD,True,3,Port Jamesberg,Doctor,98.08359002763842,pants,clothing electronics
28,Female,59841.91069128165,High School,False,1,Grantstad,Businessman,113.9218840925815,table,food furniture
20,Male,42756.945935636795,Master,False,1,East Jenniferburgh,Doctor,120.94290973057274,shoes,home clothing food sports beauty
24,Female,52719.47649792966,PhD,False,3,Reyeshaven,HR,108.5965038065558,perfume,sports furniture beauty
38,Male,52413.93482621677,Master,True,2,Taylorhaven,Retired,88.55514094006273,mobile,beauty electronics home
31,Female,46584.36740754714,Bachelor,True,0,Port Micheleview,Businessman,76.02822246993688,dictionary,books electronics clothing
35,Male,39545.34876901725,High School,True,3,North Alexanderbury,Unemployed,58.98004369694739,carpet,electronics furniture home sports beauty books
30,Female,33981.63064257614,High School,False,3,Sandovalstad,Businessman,83.34516030957022,cream,furniture beauty
44,Male,51913.73605474725,High School,False,2,Lake Holly,Lawyer,111.2066443887632,shoes,clothing
33,Male,49877.70465654058,PhD,False,2,Lake John,Businessman,76.9143815189693,table,food furniture home books
33,Male,57014.84888440042,High School,True,2,West Lynnton,HR,100.8007701290314,pants,home furniture clothing food
53,Male,36217.0587893863,High School,False,2,Ashleyhaven,Unemployed,112.72724167279472,shirt,sports electronics furniture clothing
59,Male,49375.61197032057,Bachelor,False,2,Lake Daleside,Scientist,95.07095480978975,bat,beauty home sports
24,Female,33681.01739311543,Bachelor,False,1,Murphyfort,Housewife,127.36582452891878,novel,books
34,Male,65891.25973209055,Master,False,2,Port Keith,Housewife,91.80217116392328,monitor,electronics home
52,Male,57725.23671477473,PhD,True,3,North Gregoryburgh,Businessman,96.1454977457338,chair,furniture home
63,Male,48508.2319889308,Master,True,3,Haaston,Businessman,124.16092720704602,shoes,clothing
30,Female,51197.834527553925,High School,False,2,Abigailshire,Businessman,85.36751377509418,chair,food furniture clothing beauty
29,Male,77547.51387324672,High School,True,1,New Davidbury,Lawyer,121.26786234081226,lipstick,home clothing beauty
26,Female,60726.71742577218,High School,True,3,West Eric,Scientist,109.8396816491038,gloves,sports
64,Female,55027.421761032645,PhD,True,1,Port Cameronhaven,Housewife,107.79474489286943,sofa,beauty home
57,Male,35107.68462704974,Bachelor,True,1,New Tiffany,Artist,97.50180594948739,maggi,books electronics clothing food
40,Female,45066.5044884805,Master,False,0,New Taylor,Lawyer,116.78329271247185,monitor,electronics food
39,Female,49085.69918031724,Master,True,1,Raymondtown,Unemployed,121.22945505453913,shoes,furniture electronics clothing home sports
32,Female,36146.83670639826,PhD,False,2,Emmafurt,Unemployed,83.12030457860966,shirt,clothing beauty
45,Male,56602.80893400951,Bachelor,True,1,Perezberg,Unemployed,78.52273163760745,curtains,food home books
27,Female,68397.54698864091,PhD,False,0,West Micheleview,Lawyer,112.9638007008773,shoes,home clothing
43,Female,33119.936096198006,PhD,True,2,East Ernesthaven,Lawyer,105.21835655510701,bat,sports furniture home
40,Male,51449.97423768423,Bachelor,False,2,Port Donnaland,Salesman,116.0286044345949,lipstick,beauty food sports
21,Male,62830.305497927926,PhD,True,3,Lake Joanneport,Artist,110.3581944530527,pants,books clothing
23,Male,34254.05279002315,High School,True,2,Port Candacemouth,Salesman,130.64115207014385,mobile,electronics
27,Female,63702.74349838551,Bachelor,False,0,Jeffreyshire,Engineer,119.10013203260043,shoes,furniture clothing home
20,Female,53776.890073470466,PhD,True,3,Mccoyport,Artist,88.91429419371693,shoes,clothing
59,Female,35396.79420292174,PhD,False,1,South Benjamin,Scientist,96.68617087427289,biscuits,food furniture
18,Male,50555.00690918843,Bachelor,False,2,Davidton,Unemployed,100.16194345622178,table,home furniture clothing books
43,Male,60714.310922134246,Bachelor,False,0,Lake Tracyside,Unemployed,82.93118324189238,biscuits,sports food
53,Male,58979.33233486721,Bachelor,False,1,East William,Businessman,125.2601817968784,table,beauty furniture
60,Female,59239.53794202423,Master,True,0,Fletcherstad,Engineer,99.08761132175826,shoes,books clothing
44,Female,65932.61566790804,Master,True,2,Melissatown,Retired,113.2281811463642,shoes,electronics clothing beauty books
54,Male,54102.22753942059,Master,False,0,Morseland,Lawyer,80.43196504374527,carpet,furniture electronics home sports
33,Male,38869.70870576182,Bachelor,True,1,Gibsonfort,Unemployed,90.24910153166493,table,clothing furniture food
24,Female,53418.61750317434,Bachelor,True,3,Pittmanfort,Salesman,108.92604908858333,biscuits,food furniture
35,Male,46538.87463878977,Master,True,2,New Nicole,Lawyer,23.482178654808678,perfume,home sports beauty books
26,Female,47481.54559063414,Bachelor,False,0,Abigailville,Doctor,83.18107139113769,maggi,sports food
61,Female,51521.59125560802,High School,False,3,Holdenport,Salesman,88.5317052648853,lipstick,beauty furniture
35,Male,45614.25216943895,Bachelor,True,0,Jameston,Scientist,78.71164352404385,gloves,books sports
41,Male,57031.16321333612,PhD,False,1,East Troy,Lawyer,93.09414464623515,monitor,electronics books
32,Female,44584.11446772123,Master,True,2,Jameston,Doctor,119.36373421043015,table,furniture sports
55,Male,52499.67940979167,PhD,True,2,New Stacyport,Unemployed,123.30731706841647,mobile,clothing electronics
34,Female,48360.45274053898,High School,False,2,West Richard,Engineer,75.7950285638356,maggi,food books
46,Female,41199.72353531758,PhD,False,1,South Davidland,Salesman,67.29213657060845,carpet,home
21,Female,44809.05022573047,High School,False,1,Samuelshire,Retired,94.48629031640314,gloves,sports books
35,Male,45517.55198334695,High School,True,2,Allenside,Artist,110.90969372304818,perfume,beauty food
44,Male,57831.43175671826,High School,False,3,Kellimouth,HR,89.72880978667123,perfume,books sports beauty
49,Male,42753.940199312434,Bachelor,False,2,Margaretbury,Housewife,88.39402123482489,shoes,electronics furniture clothing
32,Male,47893.126204116445,High School,True,0,New Christopherton,Artist,108.25888539358033,chair,furniture
30,Male,29273.93397121176,High School,False,0,Thomasfort,Housewife,89.12027915438674,table,clothing furniture food beauty books
35,Male,47390.230119006716,High School,False,1,Georgeton,Lawyer,80.40300464993274,ball,food electronics sports
48,Male,33634.99655024438,High School,False,2,East Lesliemouth,Retired,126.41456145198627,pants,home clothing food
62,Female,48488.95930163161,Master,True,1,Port Matthew,Salesman,112.83001920805256,gloves,sports furniture
54,Male,63255.85939174057,Master,False,1,Lake Kathymouth,Salesman,91.1384744455676,shoes,beauty clothing food
34,Female,53086.91859232807,High School,False,2,Aguilarmouth,Doctor,74.05089974569457,dictionary,books
56,Female,35728.64358049464,Master,True,0,Port Tiffany,HR,96.86955079176659,mobile,electronics books
39,Female,58249.94489204221,Bachelor,True,0,West Angela,Lawyer,116.63505401532471,bed,furniture clothing
58,Female,53062.40245619837,High School,False,0,North Anthonyberg,Lawyer,73.69688942563435,shoes,clothing sports beauty books
37,Male,46650.499542174424,PhD,False,2,Melaniebury,HR,133.04391530760842,chair,food furniture
31,Female,60923.08337204218,Bachelor,False,1,Nelsonton,Unemployed,102.70001979740589,curtains,home electronics sports
53,Male,38637.42929207304,High School,False,0,West Shawnfurt,Scientist,101.65350813846905,bat,sports food
47,Male,52988.443689090294,Bachelor,False,3,Shellymouth,Unemployed,111.5715387283907,perfume,beauty sports
56,Female,54051.97368604007,Master,True,1,Timothyhaven,Lawyer,118.24245359997045,bat,books electronics home sports
46,Female,57992.49442266574,PhD,False,2,Michaelfort,HR,116.82083341203605,dictionary,electronics clothing books
41,Male,54250.881063107576,Master,False,0,West Patriciachester,Artist,97.91563568775426,cream,furniture electronics beauty
48,Female,41650.54510039622,PhD,False,0,Turnerbury,HR,113.03893889296543,pants,clothing food
33,Female,56422.455507926206,Master,False,0,West Melissa,Artist,95.28561324396003,chips,food electronics clothing
39,Female,36566.46557612868,PhD,True,1,Barbershire,Housewife,94.07067107699858,lipstick,home furniture sports beauty
47,Female,48538.94615443873,High School,True,3,Savagefort,Retired,109.39807811147715,chair,sports electronics furniture clothing
54,Male,52303.07723869363,Bachelor,False,1,Mclaughlintown,Unemployed,105.60740067635993,novel,beauty furniture clothing books
29,Male,47337.440949809956,High School,True,2,Cristinaport,Artist,70.98480914570175,chips,books furniture food
27,Female,37032.971292498165,PhD,False,1,Port Jennyland,HR,109.64007239240158,bat,electronics sports
20,Female,47648.4107379928,Bachelor,False,3,Martinezchester,Businessman,113.77953494839176,shirt,furniture clothing sports beauty books
64,Male,42640.782476570064,PhD,True,1,Smithfurt,Artist,123.29745653379453,shoes,clothing furniture sports
41,Male,36821.03325713752,Master,False,3,West Teresa,Doctor,119.83469994873658,perfume,food clothing home beauty
44,Female,35888.96151171611,PhD,False,1,Blakeshire,Engineer,105.33877405278056,maggi,home food
45,Female,45783.47636662303,Master,False,3,Port Stephen,Doctor,99.61785541811406,shirt,sports furniture clothing food
19,Male,36509.35770600978,Master,True,3,Rebekahside,Businessman,93.82924763384308,cream,beauty furniture clothing food books
41,Male,56426.43011867058,Master,False,2,New Adrian,Salesman,131.0451871128722,dictionary,books
22,Female,66830.16655755516,PhD,True,2,West William,Scientist,116.4827741315722,mobile,electronics sports books
39,Female,46833.86716910568,Bachelor,True,3,Jasonton,Unemployed,96.50828191838451,maggi,furniture food
42,Female,64690.87629865308,Master,False,3,Hernandezmouth,Retired,130.4284956648322,shoes,clothing electronics
56,Female,44004.427144659785,Bachelor,True,2,Rollinsfurt,Lawyer,62.51597507240682,perfume,food sports beauty
61,Female,46579.48989473206,PhD,True,1,North Jeanette,Artist,125.11346385915468,carpet,home beauty
27,Female,26245.619106459442,High School,True,3,Port Jacquelineton,Salesman,71.93094852515895,gloves,sports clothing
43,Male,29124.32852735492,Master,True,2,West Daniel,Salesman,70.18500655024778,perfume,beauty food home books
37,Male,44886.230996883154,PhD,False,1,Port Jesusland,Unemployed,60.39720115302345,laptop,books electronics furniture home beauty
53,Male,54557.10049011267,Master,False,3,Christopherborough,Lawyer,131.50609914585812,laptop,electronics furniture
45,Female,41053.2845160507,Bachelor,True,1,New Scottville,HR,81.74568489644285,mobile,furniture electronics clothing home
20,Female,72598.35597184114,High School,True,3,Milesshire,Retired,115.25233103201728,shirt,clothing
40,Male,47145.00109266772,PhD,False,1,Elaineview,Unemployed,87.76564110803037,chips,food beauty
55,Female,55071.6724697658,Master,False,1,New Thomas,Artist,124.69149888265056,curtains,home
59,Male,41978.09075425507,High School,True,3,South James,Businessman,103.1111652805983,ball,sports
36,Female,61879.6694018148,Master,False,1,West Michelleshire,Artist,112.46339882122746,carpet,beauty electronics food home
41,Female,44560.76227688072,High School,False,2,West Ryanview,Doctor,62.16655771666649,biscuits,books furniture food beauty
52,Female,63613.41389730793,PhD,False,0,Jeremyport,Salesman,73.92775359382246,laptop,electronics
19,Female,52800.79900321993,Master,True,2,South Markfurt,Businessman,74.3576752887383,bed,furniture food beauty
29,Female,38250.27020222521,PhD,False,0,West Chaseport,Scientist,103.03331380896893,laptop,clothing electronics
42,Male,41194.191582965264,PhD,True,3,North Amandaton,Lawyer,95.6589265002918,curtains,food home
30,Male,61057.66369388685,Master,True,2,Nicholasfurt,Businessman,77.28159275257957,maggi,home food
50,Male,47681.15802984606,Bachelor,False,3,Mccallbury,Artist,111.61081741756098,cream,sports electronics food beauty books
39,Female,45233.60461994349,High School,False,1,Hansenport,Retired,116.47261762275018,lipstick,beauty sports
44,Male,60611.73358515707,PhD,True,3,Lake Connieport,Housewife,113.03921529844827,monitor,books electronics home sports beauty
22,Male,40453.36992840582,High School,False,1,Port Emilyport,Artist,105.08583741744579,shoes,electronics clothing sports
40,Female,62705.94170498924,PhD,False,1,South Gabriela,Scientist,88.3570070630924,dictionary,furniture books
54,Female,49443.01839627725,PhD,False,1,East Patrickside,HR,90.27205811772575,bat,clothing electronics sports
20,Female,50953.96654861433,High School,False,3,Loganhaven,Housewife,108.10829946614784,carpet,food home
28,Female,50571.62612186552,Master,True,2,Robertbury,Scientist,103.5763577916829,bat,home sports
57,Female,39046.7164379395,High School,True,1,Robersonmouth,HR,119.35176975773304,gloves,sports beauty
32,Male,68796.6893854037,Bachelor,False,1,West Edgar,Businessman,130.2738166381532,lipstick,beauty
47,Female,27916.38922238473,Bachelor,True,0,Johnberg,Lawyer,78.89490022885984,dictionary,books clothing home
34,Male,39252.21736310488,Bachelor,False,1,Gibsonhaven,Engineer,95.4287600062728,mobile,electronics furniture home sports books
37,Male,54879.34590182958,Master,False,0,Richardfort,Lawyer,109.77813520325746,table,furniture clothing food home beauty
44,Female,49351.395472467535,Bachelor,True,0,South Shawn,HR,127.08201818563906,shoes,clothing beauty
55,Male,21908.86775911469,Master,False,3,Ginaberg,HR,116.66591237408446,bed,food electronics furniture sports books
21,Female,66994.2637507839,Bachelor,False,0,South Danielview,Scientist,87.0046718827789,sofa,home electronics beauty
23,Male,48055.14246247523,High School,True,0,Brianstad,Scientist,108.64069428596868,ball,sports beauty
24,Male,51232.01185548718,High School,False,3,South Heather,Unemployed,93.67305815197759,gloves,beauty sports
46,Male,40719.24708514342,Master,True,3,East Zacharyfurt,Retired,109.00215464974815,novel,books food
47,Male,43563.85934377434,PhD,False,3,North Jasontown,HR,81.86617697780821,maggi,electronics furniture food home sports books
44,Male,42781.111885967,Master,True,2,Christopherbury,Artist,90.77696378797081,monitor,furniture electronics beauty books
